id,Date,City,Rep,Store,Prod,Cost,Sale
732,2/10/2006,Jeddah,Maliha,Othaim,Office,3235.2345,7189.41
733,1/21/2005,Jeddah,Abdul,Lulu,Home,1883.7477,5091.21
734,9/21/2005,Riyadh,Maliha,Othaim,Toys,4252.094,7731.08
735,9/30/2005,Jeddah,Maliha,Panda,Toys,947.3233,1013.18
736,4/2/2005,Abha,Yahia,Othaim,Toys,3064.0884,8281.32
737,3/14/2005,Abha,Maliha,Panda,Office,3411.815,3649
738,12/7/2004,Dammam,Maliha,Carrefour,Office,4485.4381,4797.26
739,12/22/2004,Jeddah,Maliha,Othaim,Home,3654.4376,4152.77
740,9/17/2005,Jubail,Yahia,Carrefour,Food,1660.4823,4487.79
741,10/21/2004,Jeddah,Abdul,Othaim,Office,5842.7912,8592.34
742,9/4/2004,Abha,Yahia,Carrefour,Toys,2356.7913,5480.91
743,3/14/2005,Riyadh,Abdul,Panda,Food,706.0969,1908.37
744,6/27/2005,Hail,Mjeed,Othaim,Home,2180.67,2907.56
745,4/28/2005,Jeddah,Abdul,Lulu,Home,6469.4333,6919.18
746,11/25/2005,Abha,Maliha,Lulu,Food,4280.7876,9955.32
747,1/8/2006,Jeddah,Maliha,Othaim,Home,1201.9446,2795.22
748,7/27/2005,Abha,Ghalia,Carrefour,Toys,1468.2327,2488.53
749,6/29/2004,Hail,Maliha,Panda,Office,1565.0745,2845.59
750,1/22/2006,Riyadh,Maliha,Othaim,Toys,1385.8965,3079.77
751,8/18/2005,Jubail,Ghalia,Othaim,Home,4025.1112,4573.99
752,5/9/2005,Hail,Yahia,Panda,Food,2723.9468,4696.46
753,10/24/2004,Jubail,Yahia,Lulu,Home,450.4709,763.51
754,2/12/2005,Abha,Maliha,Lulu,Toys,1100.8875,1467.85
755,8/21/2004,Jubail,Abdul,Othaim,Food,2606.7184,2962.18
756,8/16/2005,Jeddah,Abdul,Lulu,Food,1983.9016,3420.52
757,8/28/2004,Dammam,Yahia,Carrefour,Home,1901.445,2535.26
758,6/11/2005,Dammam,Maliha,Panda,Toys,2170.674,4823.72
759,1/10/2006,Abha,Yahia,Panda,Food,7176.73275,7675.65
760,2/6/2005,Jubail,Abdul,Carrefour,Toys,5322.3736,7827.02
761,11/26/2005,Hail,Ghalia,Carrefour,Home,3184.4639,7405.73
762,9/16/2004,Jeddah,Ghalia,Othaim,Food,828.5928,2239.44
763,11/1/2005,Abha,Maliha,Othaim,Home,42.4796,62.47
764,12/30/2004,Abha,Maliha,Panda,Home,2150.9675,5002.25
765,6/14/2005,Jeddah,Mjeed,Othaim,Home,4333.6535,7879.37
766,1/27/2005,Riyadh,Maliha,Lulu,Food,4856.2965,5193.9
767,4/8/2005,Jubail,Mjeed,Othaim,Toys,311.5725,415.43
768,3/18/2006,Abha,Abdul,Carrefour,Food,2962.5288,4356.66
769,4/12/2006,Hail,Maliha,Panda,Food,751.7565,1670.57
770,12/3/2005,Abha,Ghalia,Lulu,Home,2044.5683,3465.37
771,12/22/2005,Jeddah,Yahia,Lulu,Food,4847.263,8215.7
772,5/6/2006,Dammam,Ghalia,Lulu,Office,3172.0618,8573.14
773,7/10/2004,Dammam,Yahia,Lulu,Home,5100.5515,9273.73
774,2/7/2005,Dammam,Ghalia,Carrefour,Toys,3726.0311,3985.06
775,7/30/2005,Jeddah,Yahia,Othaim,Office,5237.0175,6982.69
776,3/21/2005,Jeddah,Maliha,Carrefour,Home,260.964,579.92
777,6/24/2004,Jubail,Mjeed,Lulu,Food,4968.8375,9034.25
778,3/22/2006,Jeddah,Yahia,Othaim,Food,1547.5295,2813.69
779,5/19/2006,Jubail,Yahia,Othaim,Home,3908.8896,4441.92
780,6/9/2005,Dammam,Maliha,Panda,Home,3481.276,6002.2
781,2/9/2006,Jeddah,Ghalia,Carrefour,Home,1140.273,2533.94
782,8/2/2005,Riyadh,Yahia,Carrefour,Toys,4364.43975,4667.85
783,6/19/2004,Jubail,Yahia,Othaim,Office,121.977,271.06
784,3/28/2005,Abha,Ghalia,Panda,Home,287.936,523.52
785,2/6/2006,Dammam,Ghalia,Panda,Food,7334.85995,7844.77
786,2/28/2006,Riyadh,Mjeed,Carrefour,Office,8702.3376,9889.02
787,5/25/2006,Jubail,Yahia,Othaim,Home,2580.639,6974.7
788,7/4/2005,Abha,Yahia,Panda,Home,344.9402,368.92
789,3/31/2006,Jeddah,Ghalia,Lulu,Toys,892.6496,1312.72
790,7/10/2005,Riyadh,Mjeed,Othaim,Office,4941.508,8984.56
791,6/23/2005,Hail,Abdul,Othaim,Home,4777.3332,7025.49
792,7/26/2005,Dammam,Ghalia,Carrefour,Toys,6050.4088,8897.66
793,4/7/2006,Jubail,Yahia,Carrefour,Toys,2178.0853,3691.67
794,5/1/2006,Riyadh,Mjeed,Carrefour,Office,2347.59,3130.12
795,4/6/2005,Dammam,Maliha,Carrefour,Office,7375.15845,7887.87
796,11/24/2005,Hail,Yahia,Othaim,Food,744.4844,1094.83
797,11/4/2005,Dammam,Mjeed,Carrefour,Home,6525.3,8700.4
798,10/21/2005,Dammam,Abdul,Carrefour,Food,8114.07025,8678.15
799,3/26/2005,Dammam,Maliha,Panda,Food,578.6071,980.69
800,11/2/2005,Riyadh,Mjeed,Carrefour,Food,5180.138,7617.85
801,12/9/2004,Jeddah,Mjeed,Panda,Food,6029.985,8039.98
802,4/6/2006,Riyadh,Maliha,Othaim,Office,4686.957,8521.74
803,9/6/2004,Riyadh,Maliha,Lulu,Food,2808.3587,4759.93
804,9/14/2005,Jeddah,Maliha,Panda,Home,3607.241,6558.62
805,5/29/2006,Dammam,Ghalia,Lulu,Home,295.7856,336.12
806,9/13/2005,Abha,Maliha,Carrefour,Toys,2306.5689,6233.97
807,3/21/2005,Abha,Ghalia,Panda,Office,4189.1417,9742.19
808,5/1/2006,Hail,Maliha,Othaim,Food,3650.8996,5368.97
809,7/21/2005,Jubail,Mjeed,Panda,Office,1641.6136,1865.47
810,8/1/2005,Dammam,Yahia,Othaim,Home,7010.2725,9347.03
811,11/11/2005,Riyadh,Abdul,Lulu,Toys,1803.8388,4875.24
812,12/15/2005,Hail,Maliha,Panda,Toys,5964,7952
813,9/24/2005,Abha,Yahia,Panda,Food,3337.1625,4449.55
814,9/8/2005,Dammam,Maliha,Othaim,Office,3285.99205,3514.43
815,7/11/2005,Hail,Mjeed,Panda,Food,3107.2789,7226.23
816,1/5/2006,Abha,Abdul,Lulu,Food,9284.3817,9929.82
817,1/5/2005,Dammam,Yahia,Lulu,Food,644.4688,1092.32
818,3/27/2006,Abha,Mjeed,Carrefour,Toys,5943.5552,6754.04
819,1/14/2005,Dammam,Maliha,Carrefour,Office,6385.7321,6829.66
820,1/4/2005,Jubail,Ghalia,Panda,Food,2681.8388,4623.86
821,12/25/2005,Abha,Abdul,Lulu,Food,3106.86,4142.48
822,2/6/2005,Riyadh,Mjeed,Lulu,Food,1615.6175,3757.25
823,11/15/2005,Abha,Maliha,Lulu,Food,2345.6158,2508.68
824,12/9/2004,Jeddah,Maliha,Othaim,Home,1918.1962,3251.18
825,3/29/2006,Jubail,Abdul,Othaim,Toys,525.5612,906.14
826,7/29/2005,Hail,Ghalia,Panda,Food,2259.477,3895.65
827,2/12/2006,Jeddah,Yahia,Panda,Home,5925.915,7901.22
828,12/19/2004,Riyadh,Abdul,Carrefour,Home,5867.6562,9945.18
829,11/16/2005,Jubail,Ghalia,Carrefour,Home,816.1702,1407.19
830,8/29/2004,Dammam,Yahia,Panda,Office,3729.2025,4972.27
831,5/20/2005,Jubail,Ghalia,Carrefour,Home,3633.7236,8450.52
832,9/12/2005,Dammam,Yahia,Lulu,Office,974.2635,2165.03
833,12/31/2005,Hail,Mjeed,Othaim,Food,8192.4656,9309.62
834,3/2/2006,Hail,Ghalia,Lulu,Toys,3802.886,6556.7
835,1/28/2006,Jeddah,Yahia,Carrefour,Toys,3479.96,3954.5
836,6/18/2004,Hail,Yahia,Othaim,Food,3852.5265,8561.17
837,3/28/2005,Abha,Abdul,Lulu,Office,4341.2246,7484.87
838,10/3/2005,Dammam,Yahia,Carrefour,Office,9189.7784,9828.64
839,12/2/2004,Dammam,Abdul,Othaim,Office,2965.0392,6895.44
840,5/18/2006,Riyadh,Abdul,Lulu,Toys,2442.518,6601.4
841,6/7/2005,Hail,Mjeed,Carrefour,Food,3612.194,5312.05
842,4/18/2006,Jeddah,Ghalia,Panda,Home,3239.99005,3465.23
843,1/26/2006,Abha,Yahia,Carrefour,Food,6053.595,8071.46
844,5/11/2006,Jeddah,Abdul,Lulu,Food,2293.845,3058.46
845,7/1/2004,Jubail,Mjeed,Panda,Office,105.4019,284.87
846,1/29/2005,Jubail,Ghalia,Lulu,Toys,5831.5187,9883.93
847,12/29/2005,Hail,Yahia,Panda,Food,687.2085,1249.47
848,9/21/2004,Jubail,Yahia,Carrefour,Office,2177.006,5883.8
849,8/23/2005,Abha,Maliha,Othaim,Food,3975.27,5300.36
850,12/1/2005,Jubail,Maliha,Carrefour,Home,3436.89,4582.52
851,6/28/2004,Jeddah,Yahia,Othaim,Office,2043.5578,4752.46
852,1/18/2005,Jeddah,Mjeed,Carrefour,Home,404.3025,539.07
853,9/4/2004,Jubail,Abdul,Lulu,Toys,5157.0475,9376.45
854,9/16/2005,Riyadh,Ghalia,Panda,Toys,4240.0967,9860.69
855,2/25/2005,Abha,Maliha,Othaim,Home,8385.2824,9528.73
856,8/20/2005,Dammam,Mjeed,Panda,Home,196.4584,456.88
857,4/29/2006,Riyadh,Mjeed,Panda,Toys,195.219,433.82
858,8/6/2004,Jeddah,Yahia,Panda,Toys,3617.0783,8411.81
859,4/21/2005,Jubail,Yahia,Othaim,Office,731.8193,1977.89
860,1/18/2006,Dammam,Mjeed,Panda,Home,3651.7105,8492.35
861,1/20/2005,Dammam,Abdul,Lulu,Home,5085.3075,6780.41
862,4/7/2006,Abha,Maliha,Carrefour,Office,913.3028,1574.66
863,12/26/2005,Hail,Abdul,Carrefour,Home,5533.4048,5918.08
864,3/26/2005,Hail,Mjeed,Carrefour,Office,6043.74,8058.32
865,4/5/2005,Hail,Abdul,Panda,Toys,4007.9864,4554.53
866,10/22/2005,Hail,Ghalia,Lulu,Toys,819.2368,1204.76
867,6/13/2006,Riyadh,Yahia,Panda,Office,2187.7136,3771.92
868,9/30/2004,Jubail,Abdul,Lulu,Office,2844.6118,7688.14
869,9/12/2004,Jubail,Yahia,Panda,Food,3673.2696,4174.17
870,4/16/2006,Riyadh,Maliha,Lulu,Home,2521.9543,5865.01
871,7/8/2004,Dammam,Ghalia,Othaim,Home,3708.54,4944.72
872,4/7/2005,Abha,Ghalia,Carrefour,Toys,5761.5822,6162.12
873,11/15/2005,Hail,Mjeed,Panda,Food,4854.3364,7138.73
874,9/14/2005,Jeddah,Yahia,Othaim,Toys,4949.8725,6599.83
875,1/26/2005,Dammam,Yahia,Carrefour,Office,916.59,1222.12
876,5/26/2006,Jubail,Maliha,Lulu,Toys,3631.5149,6155.11
877,11/3/2005,Hail,Maliha,Lulu,Food,1380.9066,3732.18
878,7/25/2005,Riyadh,Yahia,Lulu,Toys,1394.7222,3243.54
879,1/20/2006,Abha,Maliha,Carrefour,Home,2790.6526,4811.47
880,9/23/2005,Dammam,Abdul,Carrefour,Food,2421.242,3560.65
881,12/22/2005,Jeddah,Ghalia,Panda,Toys,2974.30045,3181.07
882,11/21/2004,Riyadh,Yahia,Carrefour,Toys,3386.79,6157.8
883,11/9/2005,Jubail,Abdul,Othaim,Toys,2245.1492,3301.69
884,5/4/2005,Dammam,Maliha,Panda,Office,1018.347,1851.54
885,2/8/2006,Riyadh,Ghalia,Othaim,Food,2764.6918,7472.14
886,8/23/2004,Dammam,Abdul,Carrefour,Home,8622.14925,9221.55
887,7/23/2004,Jubail,Ghalia,Carrefour,Office,1152.1689,3113.97
888,7/8/2004,Abha,Yahia,Panda,Office,1829.652,2079.15
889,5/19/2006,Abha,Mjeed,Panda,Food,1854.6072,4313.04
890,1/28/2006,Riyadh,Yahia,Carrefour,Home,6513.69,8684.92
891,2/4/2006,Hail,Yahia,Lulu,Home,4114.4077,9568.39
892,6/7/2006,Dammam,Abdul,Lulu,Toys,5395.126,9809.32
893,11/6/2005,Hail,Yahia,Panda,Office,2922.2859,7898.07
894,12/14/2004,Jeddah,Ghalia,Othaim,Office,699.7004,1206.38
895,5/28/2006,Jeddah,Ghalia,Lulu,Food,5262.2075,9567.65
896,8/6/2005,Jubail,Maliha,Panda,Toys,607.6486,1047.67
897,7/17/2004,Hail,Ghalia,Othaim,Office,782.7325,1423.15
898,4/4/2006,Hail,Mjeed,Lulu,Toys,1070.9503,1815.17
899,10/17/2005,Abha,Abdul,Panda,Home,2487.8293,2660.78
900,8/30/2004,Jubail,Maliha,Panda,Toys,4482.798,6592.35
901,12/13/2005,Jubail,Yahia,Panda,Food,1191.2446,2053.87
902,1/6/2005,Jeddah,Yahia,Panda,Office,2795.4613,4738.07
903,7/8/2004,Dammam,Maliha,Carrefour,Home,2226.6651,2381.46
904,12/4/2004,Dammam,Maliha,Panda,Food,3906.9855,8682.19
905,6/7/2006,Hail,Yahia,Lulu,Office,3084.5731,5228.09
906,9/16/2005,Dammam,Maliha,Carrefour,Food,1805.7295,4880.35
907,10/29/2004,Abha,Maliha,Panda,Toys,3180.6214,5483.83
908,5/22/2006,Jeddah,Abdul,Panda,Toys,4441.3792,6531.44
909,10/7/2004,Abha,Maliha,Carrefour,Food,4574.7884,6727.63
910,12/14/2004,Hail,Maliha,Lulu,Office,2046.6315,4548.07
911,9/18/2005,Hail,Ghalia,Panda,Toys,5347.43,9722.6
912,4/27/2005,Abha,Ghalia,Carrefour,Office,2387.4477,2553.42
913,3/22/2006,Abha,Mjeed,Panda,Home,899.5376,1524.64
914,4/14/2005,Riyadh,Yahia,Carrefour,Food,447.3485,1209.05
915,11/6/2004,Riyadh,Maliha,Carrefour,Food,563.563,1024.66
916,1/27/2005,Abha,Mjeed,Othaim,Home,4695.7468,6905.51
917,4/14/2005,Dammam,Yahia,Othaim,Office,7994.1378,8549.88
918,3/23/2006,Dammam,Yahia,Carrefour,Food,1283.2636,3468.28
919,9/15/2005,Dammam,Abdul,Lulu,Office,3251.3625,4335.15
920,12/11/2004,Riyadh,Abdul,Othaim,Office,6585.66,8780.88
921,7/25/2005,Riyadh,Abdul,Othaim,Food,6673.348,7583.35
922,3/21/2006,Dammam,Ghalia,Panda,Home,4071.136,7019.2
923,12/13/2005,Dammam,Abdul,Carrefour,Home,3799.8369,8836.83
924,7/25/2005,Dammam,Mjeed,Panda,Home,3287.614,5977.48
925,8/1/2004,Riyadh,Abdul,Panda,Toys,2222.2552,2525.29
926,1/16/2005,Dammam,Yahia,Othaim,Office,516.014,874.6
927,3/29/2006,Riyadh,Mjeed,Carrefour,Toys,1746.5424,3011.28
928,4/5/2006,Riyadh,Maliha,Carrefour,Office,3135.6094,8474.62
929,7/30/2004,Dammam,Ghalia,Carrefour,Office,6831.51205,7306.43
930,4/25/2005,Hail,Maliha,Lulu,Office,8208.3408,9327.66
931,11/21/2004,Jeddah,Yahia,Carrefour,Office,5029.8975,8525.25
932,5/13/2006,Abha,Yahia,Othaim,Food,2666.1386,7205.78
933,1/30/2005,Abha,Ghalia,Lulu,Home,5989.4824,6806.23
934,7/16/2004,Jubail,Mjeed,Panda,Office,5269.946,9581.72
935,1/1/2006,Jeddah,Yahia,Othaim,Office,727.4826,1691.82
936,1/31/2005,Hail,Abdul,Carrefour,Home,3331.048,4898.6
937,10/9/2004,Hail,Ghalia,Panda,Food,5723.322,8416.65
938,6/3/2006,Riyadh,Mjeed,Lulu,Office,3317.4607,8966.11
939,11/10/2004,Abha,Abdul,Panda,Home,4171.4396,6134.47
940,3/6/2005,Riyadh,Ghalia,Lulu,Home,3154.7064,5346.96
941,2/3/2005,Riyadh,Maliha,Panda,Toys,5162.8456,5521.76
942,10/21/2005,Hail,Maliha,Lulu,Home,1139.5648,1294.96
943,9/2/2004,Dammam,Abdul,Carrefour,Home,1514.0881,4092.13
944,12/25/2004,Jubail,Yahia,Othaim,Home,3343.995,7431.1
945,9/6/2005,Dammam,Abdul,Panda,Food,3853.0602,4120.92
946,11/29/2004,Riyadh,Maliha,Panda,Toys,4756.4436,6994.77
947,9/7/2004,Hail,Ghalia,Lulu,Home,5047.34505,5398.23
948,3/12/2006,Jubail,Yahia,Lulu,Home,4265.7032,4847.39
949,7/29/2004,Jubail,Maliha,Panda,Food,3961.1656,6713.84
950,3/2/2006,Hail,Maliha,Panda,Food,2779.3623,2972.58
951,12/29/2005,Jubail,Maliha,Othaim,Office,5622.9714,9530.46
952,1/11/2005,Dammam,Mjeed,Othaim,Home,5217.1856,5928.62
953,5/29/2006,Jubail,Maliha,Othaim,Food,4263.1784,6269.38
954,3/20/2006,Jubail,Mjeed,Lulu,Office,3175.6136,4670.02
955,12/27/2005,Jeddah,Maliha,Carrefour,Toys,1390.5881,1487.26
956,3/5/2006,Hail,Ghalia,Carrefour,Food,4802.7132,8280.54
957,12/5/2004,Dammam,Maliha,Othaim,Food,505.125,673.5
958,12/3/2005,Dammam,Yahia,Carrefour,Food,2650.3394,6163.58
959,11/25/2005,Jubail,Mjeed,Carrefour,Home,3202.8528,5522.16
960,5/27/2005,Riyadh,Mjeed,Othaim,Food,2116.3998,4921.86
961,11/13/2005,Abha,Mjeed,Carrefour,Toys,3653.6353,9874.69
962,4/21/2006,Riyadh,Yahia,Carrefour,Office,3627.81,8061.8
963,3/14/2005,Jeddah,Yahia,Panda,Office,5525.3874,9526.53
964,8/23/2005,Jubail,Maliha,Lulu,Toys,2798.036,4824.2
965,9/7/2004,Abha,Mjeed,Lulu,Toys,1864.6688,2742.16
966,8/4/2004,Jeddah,Mjeed,Othaim,Toys,839.187,1864.86
967,10/29/2005,Abha,Yahia,Panda,Toys,1712.9652,3983.64
968,3/1/2005,Riyadh,Maliha,Carrefour,Toys,1679.8925,4540.25
969,7/31/2004,Jubail,Abdul,Othaim,Toys,962.9235,1750.77
970,7/28/2005,Dammam,Ghalia,Othaim,Food,3967.77,5290.36
971,5/22/2006,Riyadh,Yahia,Panda,Office,2827.516,4792.4
972,11/10/2005,Riyadh,Mjeed,Othaim,Office,4551.283,8275.06
973,10/15/2004,Hail,Abdul,Carrefour,Home,2989.3365,6642.97
974,3/12/2005,Jeddah,Abdul,Lulu,Office,2181.6051,5896.23
975,7/25/2004,Dammam,Maliha,Carrefour,Food,2898.5698,6740.86
976,7/23/2004,Riyadh,Yahia,Othaim,Office,829.3296,942.42
977,1/9/2006,Jubail,Mjeed,Othaim,Home,7340.2923,7850.58
978,6/11/2005,Riyadh,Ghalia,Carrefour,Food,3079.0035,6842.23
979,6/24/2004,Hail,Yahia,Panda,Home,2019.5641,3422.99
980,11/24/2004,Dammam,Maliha,Panda,Office,2308.661,3980.45
981,8/19/2005,Hail,Ghalia,Panda,Food,7772.23425,8312.55
982,12/17/2005,Abha,Maliha,Othaim,Office,1496.0616,1700.07
983,7/2/2005,Riyadh,Ghalia,Othaim,Office,2249.06,2555.75
984,10/14/2004,Jubail,Maliha,Carrefour,Toys,4442.5744,5048.38
985,1/4/2006,Jeddah,Mjeed,Othaim,Food,3864.6444,6663.18
986,4/15/2005,Abha,Yahia,Carrefour,Food,2393.1864,2719.53
987,7/19/2004,Riyadh,Maliha,Carrefour,Toys,5542.5438,9556.11
988,12/30/2005,Jubail,Yahia,Carrefour,Office,5338.44,7117.92
989,6/6/2005,Riyadh,Yahia,Carrefour,Office,1802.8736,2048.72
990,7/20/2005,Jeddah,Ghalia,Carrefour,Home,1118.2211,1895.29
991,3/21/2005,Riyadh,Ghalia,Carrefour,Office,5079.613,9235.66
992,8/16/2004,Hail,Mjeed,Othaim,Office,2095.9028,3082.21
993,9/7/2004,Dammam,Maliha,Othaim,Toys,7884.26595,8432.37
994,12/18/2005,Jeddah,Abdul,Othaim,Toys,4920.1226,8482.97
995,9/30/2004,Abha,Yahia,Panda,Home,3236.7341,8747.93
996,11/24/2005,Jubail,Ghalia,Othaim,Toys,3276.39895,3504.17
997,9/6/2005,Jeddah,Abdul,Lulu,Toys,3619.6656,9782.88
998,12/14/2004,Dammam,Yahia,Othaim,Food,4676.4414,8062.83
999,6/17/2004,Jubail,Yahia,Carrefour,Office,5773.2,8490
1000,9/3/2005,Jeddah,Abdul,Othaim,Toys,986.931,2193.18
1001,6/22/2004,Hail,Mjeed,Carrefour,Food,2687.9694,4634.43
1002,3/16/2005,Dammam,Maliha,Othaim,Toys,605.9735,1101.77
1003,11/11/2004,Abha,Abdul,Carrefour,Home,1819.989,4044.42
1004,2/5/2006,Riyadh,Yahia,Carrefour,Office,375.8497,1015.81
1005,9/14/2005,Dammam,Maliha,Carrefour,Toys,8115.052,8679.2
1006,6/1/2006,Dammam,Abdul,Othaim,Food,296.5985,539.27
1007,10/31/2005,Riyadh,Abdul,Lulu,Toys,5670.6552,9611.28
1008,5/13/2006,Jubail,Ghalia,Othaim,Home,927.6233,2507.09
1009,2/25/2006,Dammam,Maliha,Lulu,Office,2306.7687,6234.51
1010,1/16/2005,Jeddah,Yahia,Carrefour,Home,2476.3958,5759.06
1011,4/13/2006,Abha,Maliha,Carrefour,Toys,5416.98795,5793.57
1012,3/5/2005,Dammam,Maliha,Panda,Food,796.026,1447.32
1013,2/16/2006,Riyadh,Maliha,Lulu,Toys,83.82,95.25
1014,2/1/2006,Jubail,Maliha,Lulu,Toys,2812.1368,3195.61
1015,10/30/2004,Riyadh,Yahia,Othaim,Toys,1438.4744,1634.63
1016,12/14/2004,Dammam,Ghalia,Othaim,Home,5300.6646,5669.16
1017,3/23/2006,Jubail,Abdul,Lulu,Toys,5256.5047,8909.33
1018,6/9/2005,Dammam,Mjeed,Othaim,Home,1201.1828,3246.44
1019,6/21/2004,Dammam,Yahia,Othaim,Home,285.0771,662.97
1020,12/7/2005,Abha,Mjeed,Lulu,Food,1857.497,3148.3
1021,8/3/2005,Abha,Abdul,Carrefour,Office,8814.57225,9427.35
1022,5/25/2006,Dammam,Maliha,Panda,Food,1259.0744,2928.08
1023,4/12/2005,Jeddah,Ghalia,Lulu,Food,7061.42855,7552.33
1024,12/29/2004,Hail,Maliha,Lulu,Toys,6379.4115,6822.9
1025,6/2/2005,Dammam,Ghalia,Carrefour,Food,4484.9024,5096.48
1026,7/17/2005,Abha,Maliha,Panda,Home,5375.1456,6108.12
1027,9/30/2004,Hail,Ghalia,Carrefour,Toys,6348.089,6789.4
1028,11/19/2005,Dammam,Maliha,Othaim,Office,399.9525,533.27
1029,1/23/2006,Abha,Mjeed,Carrefour,Food,6394.5092,9403.69
1030,1/20/2005,Riyadh,Yahia,Othaim,Home,466.6489,1085.23
1031,1/16/2005,Dammam,Yahia,Lulu,Office,3468.344,6306.08
1032,4/21/2006,Abha,Ghalia,Carrefour,Food,3303.1998,7681.86
1033,7/12/2005,Hail,Mjeed,Othaim,Office,287.6544,326.88
1034,7/17/2005,Riyadh,Yahia,Carrefour,Office,1869.8098,5053.54
1035,12/20/2005,Abha,Mjeed,Othaim,Toys,2212.823,5146.1
1036,7/17/2004,Abha,Ghalia,Panda,Toys,1210.3425,1613.79
1037,5/21/2005,Riyadh,Ghalia,Lulu,Office,1886.9038,5099.74
1038,4/12/2006,Riyadh,Ghalia,Carrefour,Toys,5261.6082,8917.98
1039,12/18/2004,Abha,Mjeed,Panda,Food,331.2614,561.46
1040,5/20/2006,Jubail,Yahia,Panda,Home,2950.4429,7974.17
1041,2/23/2006,Jeddah,Abdul,Lulu,Office,1776.6,2368.8
1042,10/13/2005,Hail,Maliha,Carrefour,Food,18.0728,31.16
1043,12/19/2005,Abha,Maliha,Lulu,Toys,5848.9125,7798.55
1044,2/7/2006,Abha,Ghalia,Panda,Home,297.9351,805.23
1045,4/4/2005,Jubail,Abdul,Othaim,Food,1454.9975,2645.45
1046,9/24/2004,Hail,Abdul,Lulu,Office,112.7984,128.18
1047,9/19/2004,Jeddah,Ghalia,Lulu,Home,115.3515,209.73
1048,2/11/2006,Jeddah,Mjeed,Panda,Food,2623.2334,7089.82
1049,10/4/2004,Jubail,Abdul,Panda,Office,4398.0632,6467.74
1050,4/7/2005,Riyadh,Maliha,Lulu,Office,4155.9016,6111.62
1051,1/17/2006,Dammam,Mjeed,Carrefour,Toys,259.2975,471.45
1052,6/7/2005,Jeddah,Maliha,Carrefour,Toys,3387.0825,7526.85
1053,1/6/2006,Jeddah,Yahia,Panda,Office,124.4595,226.29
1054,5/4/2005,Abha,Abdul,Lulu,Office,2880.6572,7785.56
1055,7/18/2004,Dammam,Mjeed,Carrefour,Office,5438.6365,9888.43
1056,2/27/2005,Riyadh,Mjeed,Panda,Office,582.6844,1355.08
1057,1/15/2005,Jubail,Yahia,Carrefour,Toys,1559.614,2293.55
1058,9/19/2005,Hail,Maliha,Lulu,Office,6886.3432,7825.39
1059,7/10/2005,Riyadh,Maliha,Carrefour,Food,3381.0748,9138.04
1060,3/6/2006,Hail,Maliha,Lulu,Toys,925.9605,2057.69
1061,5/8/2005,Riyadh,Ghalia,Lulu,Office,814.518,1810.04
1062,5/15/2006,Jubail,Yahia,Lulu,Home,3605.041,6554.62
1063,9/1/2004,Dammam,Ghalia,Lulu,Toys,425.4437,455.02
1064,1/21/2005,Dammam,Yahia,Panda,Home,1476.2889,3989.97
1065,12/25/2005,Jubail,Abdul,Lulu,Home,1812.1425,2416.19
1066,3/22/2005,Jeddah,Yahia,Othaim,Office,4231.2276,7295.22
1067,10/29/2005,Jeddah,Abdul,Panda,Toys,1879.0782,3239.79
1068,12/4/2005,Hail,Abdul,Carrefour,Food,3171.5981,5375.59
1069,8/19/2005,Abha,Mjeed,Panda,Food,4217.7152,9808.64
1070,6/22/2004,Dammam,Maliha,Othaim,Home,1007.748,2239.44
1071,7/14/2005,Abha,Ghalia,Lulu,Food,2178.7928,5066.96
1072,10/13/2005,Hail,Yahia,Carrefour,Toys,2395.2468,6473.64
1073,8/25/2005,Jeddah,Mjeed,Lulu,Home,4355.793,7382.7
1074,10/8/2004,Abha,Maliha,Carrefour,Food,7750.4768,8807.36
1075,3/16/2005,Abha,Yahia,Lulu,Office,4363.1798,7395.22
1076,11/22/2005,Riyadh,Abdul,Othaim,Home,1014.3214,1748.83
1077,5/27/2006,Jubail,Abdul,Carrefour,Food,1067.1625,1808.75
1078,6/9/2006,Jeddah,Yahia,Lulu,Office,4426.8998,7503.22
1079,9/14/2004,Abha,Mjeed,Lulu,Toys,3229.116,3453.6
1080,2/25/2005,Jeddah,Mjeed,Othaim,Office,2947.35375,3152.25
1081,8/27/2005,Riyadh,Maliha,Panda,Toys,3424.916,6227.12
1082,11/26/2004,Dammam,Mjeed,Othaim,Food,3950.3464,4489.03
1083,4/28/2005,Hail,Maliha,Othaim,Toys,3493.0534,8123.38
1084,8/18/2005,Jeddah,Maliha,Panda,Toys,5147.4362,8874.89
1085,6/25/2005,Hail,Mjeed,Othaim,Home,3282.3225,7294.05
1086,10/29/2005,Hail,Maliha,Panda,Home,2365.792,2688.4
1087,9/30/2004,Jubail,Mjeed,Lulu,Office,3523.6395,9523.35
1088,8/4/2005,Abha,Maliha,Lulu,Office,4911.24645,5252.67
1089,7/14/2004,Hail,Ghalia,Carrefour,Food,4413.681,9808.18
1090,11/16/2005,Hail,Maliha,Lulu,Food,4919.222,8944.04
1091,3/26/2006,Hail,Yahia,Lulu,Home,2736.1545,4637.55
1092,6/1/2006,Jeddah,Mjeed,Othaim,Food,1276.155,1701.54
1093,7/5/2004,Abha,Mjeed,Lulu,Toys,746.295,1356.9
1094,8/6/2005,Jeddah,Mjeed,Panda,Toys,4509.1616,6631.12
1095,8/11/2004,Jubail,Yahia,Panda,Toys,4044.8705,7354.31
